Family Name,Algo ID,Ratios of input parameter sizes,Time Complexity (Average),Exact Problem Statement?,Algorithm Name,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,"Transition Class",Year,Time Complexity (Worst Only),Randomized?,Approximate?,Exact?,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Paper/Reference Link,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,n = 1000 value,n = 1000 scale,n = 10^6 value,n = 10^6 scale,n = 10^9 value,n = 10^9 scale,"Starting Complexity",Remarks,Papers for ratio evaluations,Family for Algorithm,Domains
44. Polygon clipping,384,,O(n^2),1,Weiler–Atherton clipping algorithm,,,,0,0,1977,O(n^2),0,0,1,0,0,,0,0,https://www.cs.drexel.edu/~david/Classes/CS430/HWs/p214-weiler.pdf,,,,,1000000,,,,,,4,,,,Image Processing
45. Shown surface determination,385,,O(n^2),0,Painter's algorithm/Newell's algorithm,,,,0,0,1972,O(n^2),0,0,1,0,0,,0,0,https://www.cs.drexel.edu/~david/Classes/Papers/p443-newell.pdf,,,,,1000000,,,,,,4,,,,Image Processing
45. Shown surface determination,386,,O(n^2),0,Warnock's algorithm,,,,1,0,1969,O(n^2),0,0,1,0,0,,0,0,https://dl.acm.org/doi/book/10.5555/905316?dl=ACM,,,,,1000000,,,,,,4,,,,Image Processing
45. Shown surface determination,387,,O(n^2),0,Ray tracing,,,,0,0,1982,O(n^2),0,0,1,0,0,,0,0,,,,,,1000000,,,,,,4,,,,Image Processing
45. Shown surface determination,388,,O(n^2 logn),0,Binary space partitioning (BSP),,,,1,0,1969,O(n^2 logn),0,0,1,0,0,,0,0,https://apps.dtic.mil/dtic/tr/fulltext/u2/700375.pdf,,,,,,,,,,,4,,,,Image Processing
45. Shown surface determination,389,,O(n),0,Z-buffering,,,,1,4->6,1974,O(n),0,0,1,0,0,,0,0,http://isgwww.cs.uni-magdeburg.de/graphics/misc/Wolfgang_Stra%C3%9Fer_Schnelle_Kurven-_und_Flaechendarstellung_auf_grafischen_Sichtgeraeten.pdf,,,,,1000,,,,,,4,,,,Image Processing
45. Shown surface determination,390,,O(n),0,S-buffer,,,,0,0,1980,O(n),0,0,1,0,0,,0,0,,,,,,1000,,,,,,4,,,,Image Processing
46. Line Simplification,391,,O(n^2),0,Ramer–Douglas–Peucker algorithm,,,,0,0,1972,O(n^2),0,0,1,0,0,,0,0,https://www.sciencedirect.com/science/article/abs/pii/S0146664X72800170,,,,,1000000,,,,,,4,,,,Image Processing
46. Line Simplification,392,,O(n^2),0,Visvalingam–Whyatt,,,,0,0,1993,O(n^2),0,0,1,0,0,,0,0,,,,,,1000000,,,,,,4,,,,Image Processing
46. Line Simplification,393,,O(n),0,Reumann–Witkam,,,,0,0,1974,O(n),0,0,1,0,0,,0,0,,,,,,1000,,,,,,4,,,,Image Processing
46. Line Simplification,394,,O(n),0,Opheim simplification,,,,0,0,1981,O(n),0,0,1,0,0,,0,0,https://diglib.eg.org/handle/10.2312/eg19811012,,,,,1000,,,,,,4,,,,Image Processing
46. Line Simplification,395,,O(n),0,Lang simplification,,,,1,0,1969,O(n),0,0,1,0,0,,0,0,-,http://koreascience.or.kr/article/JAKO201300763572495.page,,,,1000,,,,,,4,,,,Image Processing
46. Line Simplification,396,,O(n),0,Zhao-Saalfeld,,,,0,0,1997,O(n),0,0,1,0,0,,0,0,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.494.7321,,,,,1000,,,,,,4,,,,Image Processing
"47. Eigenvalues
[Iterative methods]",397,,O(n^2),1,Power iteration,1,1,https://en.wikipedia.org/wiki/Power_iteration,1,0,1929,O(n^2),0,0,1,0,0,,0,0,,,,,,1000000,1,1000000000000,1,1E+18,1,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",398,,O(n^2),1,Inverse iteration,,,,0,0,1921,O(n^2),0,0,1,0,0,,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104,,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",399,,O(n^2),1,Rayleigh quotient iteration,,,,0,0,1940,O(n^2),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/Rayleigh_quotient_iteration#Algorithm,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",400,,O(n^2),1,LOBPCG algorithm,,,,0,0,1948,O(n^2),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/LOBPCG,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",401,,O(n^2),1,Bisection method,,,,0,0,1985,O(n^2),0,0,1,0,0,,0,0,-,,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",402,,O(n^2),1,Laguerre iteration,,,,0,0,1940,O(n^2),0,0,1,0,0,,0,0,-,https://archive.org/details/numericalmethods00form,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",403,,O(n^2),1,QR algorithm,,,,0,0,1962,O(n^2),0,0,1,0,0,,0,0,https://academic.oup.com/comjnl/article/4/4/332/432033,,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",404,,O(n^2),1,Jacobi eigenvalue algorithm,,,,0,0,1846,O(n^2),0,0,1,0,0,,0,0,https://gdz.sub.uni-goettingen.de/id/PPN243919689_0030,,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",405,,O(nlogn),1,Divide-and-conquer,,,,1,4->5,1946,O(nlogn),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/Divide-and-conquer_algorithm,,,,9965,100.3512293,19931568.57,50171.66594,29897352854,33447777.3,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",406,,O(n^2),1,Homotopy method,,,,0,0,1992,O(n^2),0,0,1,0,0,,0,0,https://www.scirp.org/(S(czeh2tfqyw2orz553k1w0r45))/reference/ReferencesPapers.aspx?ReferenceID=530065,,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",407,,O(n^2),1,Folded spectrum method,,,,0,0,1934,O(n^2),0,0,1,0,0,,0,0,https://journals.aps.org/pr/abstract/10.1103/PhysRev.46.828,,,,,1000000,,,,,,4,,,,Numerical Analysis
"47. Eigenvalues
[Iterative methods]",408,,O(n),1,MRRR algorithm,2,1,http://www.cs.utexas.edu/~inderjit/public_papers/DesignMRRR_toms06.pdf,1,5->6,1999,O(n),0,0,1,0,0,,0,0,,,,,,1000,1000,1000000,1000000,1000000000,1000000000,4,,,,Numerical Analysis
48. Root computation,409,,O(n),1,Bisection method,,,,0,0,1820,O(n),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/Bisection_method,,,,1000,,,,,,6,,,,Numerical Analysis
48. Root computation,410,,O(n),1,False position method,1,1,https://www.geeksforgeeks.org/program-for-method-of-false-position/,1,0,1690,O(n),0,0,1,0,0,,0,0,-,https://archive.org/details/historyofmathema031897mbp,,,,1000,1,1000000,1,1000000000,1,6,,,,Numerical Analysis
48. Root computation,411,,O(n),1,Newton's method,,,,0,0,1940,O(n),0,0,1,0,0,,0,0,,,,,,1000,,,,,,6,,,,Numerical Analysis
48. Root computation,412,,O(n),1,Halley's method,,,,0,0,1940,O(n),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/Halley%27s_method,,,,1000,,,,,,6,,,,Numerical Analysis
48. Root computation,413,,O(n),1,Secant method,,,,0,0,1940,O(n),0,0,1,0,0,,0,0,-,https://en.wikipedia.org/wiki/Secant_method,,,,1000,,,,,,6,,,,Numerical Analysis
48. Root computation,414,,O(n),1,Ridder's method,,,,0,0,1979,O(n),0,0,1,0,0,,0,0,https://ieeexplore.ieee.org/document/1084580/,,,,,1000,,,,,,6,,,,Numerical Analysis
48. Root computation,415,,O( n² ),1,Muller's method,,,,0,0,1956,O( n² ),0,0,1,0,0,,0,0,https://www.jstor.org/stable/2001916,,,,,1000000,,,,,,6,,,,Numerical Analysis
49. Nearest Neighbor Search,416,,O(n^2),1,Linear search,1,1,,1,0,1940,O(n^2),0,0,1,0,0,,0,0,-,,,,,1000000,1,1000000000000,1,1E+18,1,4,,,,Combinatorics
49. Nearest Neighbor Search,417,,O(nlogn),1,k-d Tree,1,1,https://www.geeksforgeeks.org/k-dimensional-tree/,1,4->5,1975,O(nlogn),0,0,1,0,0,,0,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.160.335&rep=rep1&type=pdf,,,,,9965,100.3512293,19931568.57,50171.66594,29897352854,33447777.3,4,,,,Combinatorics
49. Nearest Neighbor Search,418,,O(nlogn),1,R tree,,,,0,0,1984,O(nlogn),0,0,1,0,0,,0,0,http://www-db.deis.unibo.it/courses/SI-LS/papers/Gut84.pdf,,,,,9965,,,,,,4,,,,Combinatorics
49. Nearest Neighbor Search,419,,O(nlogn),1,HNSW,,,,0,0,2016,O(nlogn),0,1,0,0,0,,0,0,https://arxiv.org/abs/1603.09320,,,,,9965,,,,,,4,,,,Combinatorics
49. Nearest Neighbor Search,420,,O(nlogn),1,Locality sensitive hashing,,,,0,0,2010,O(nlogn),0,1,0,0,0,,0,0,http://infolab.stanford.edu/~ullman/mmds.html,,,,,9965,,,,,,4,,,,Combinatorics
49. Nearest Neighbor Search,421,,O(n),1,Projected radial search,,,,0,0,2013,O(n),0,1,0,0,0,,0,0,http://www.araa.asn.au/acra/acra2013/papers/pap148s1-file1.pdf,,,,,1000,,,,,,4,,,,Combinatorics
49. Nearest Neighbor Search,422,,O(n),1,Compression/Clustering [Vector Quantization],,,,1,5->6,1992,O(n),0,1,0,0,0,,0,0,,,,,,1000,,,,,,4,,,,Combinatorics
50. Coset Enumeration,423,,O(2^n),1,Todd–Coxeter algorithm,1,1,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0306574AD958F694A0A8339338348AA1/S0013091500008221a.pdf/practical_method_for_enumerating_cosets_of_a_finite_abstract_group.pdf,1,0,1936,O(2^n),0,0,1,0,0,,0,0,https://www.cambridge.org/core/journals/proceedings-of-the-edinburgh-mathematical-society/article/practical-method-for-enumerating-cosets-of-a-finite-abstract-group/0306574AD958F694A0A8339338348AA1,,,,,Inf,1,Inf,1,Inf,1,1,,,,Numerical Analysis
50. Coset Enumeration,424,,O(2^n),1,Haselgrove; Leech and Trotter,,,,0,0,1940,O(2^n),0,0,1,0,0,,0,0,,,,,,Inf,1,Inf,1,Inf,1,1,,,,Numerical Analysis
50. Coset Enumeration,425,,O(1.5^n n^2 logn),1,Knuth–Bendix algorithm,1,1,,1,0,1970,O(1.5^n n^2 logn),0,0,1,0,0,,0,0,https://www.win.tue.nl/~mvdbrand/courses/seminar/0809/papers/ag-genesis.pdf,,,,,Inf,1,Inf,1,Inf,1,1,,,,Numerical Analysis
"51. Maximum likelihood
parameters",426,,O(n^3),1,Expectation–maximization (EM) algorithm,,,,0,0,1977,O(n^3),0,0,1,0,0,,0,0,https://www.jstor.org/stable/2984875,,,,,,,,,,,3,,,,Numerical Analysis
"51. Maximum likelihood
parameters",427,,O(n^3),1,Newton–Raphson algorithm,,,,1,0,1685,O(n^3),0,0,1,0,0,,0,0,-,"https://en.wikipedia.org/wiki/Newton%27s_method

https://web.mit.edu/10.001/Web/Course_Notes/NLAE/node6.html",,,,1000000000,1,1E+18,1,1E+27,1,3,,,,Numerical Analysis
"51. Maximum likelihood
parameters",428,,O(n^3),1,Parameter-expanded expectation maximization (PX-EM) algorithm,,,,0,0,1998,O(n^3),0,0,1,0,0,,0,0,https://www.jstor.org/stable/2337481,,,,,,,,,,,3,,,,Numerical Analysis
"51. Maximum likelihood
parameters",429,,O(n^2 logn),1,Expectation conditional maximization (ECM),,,,1,0,2017,O(n^2 logn),0,0,1,0,0,,0,0,https://arxiv.org/abs/1709.06970,,,,,9965784.285,100.3433319,19931568569324,50171.66594,2.98974E+19,33447777.3,3,,,,Numerical Analysis
"51. Maximum likelihood
parameters",430,,O(n^4 log^0.1.5n),1,Generalized expectation maximization (GEM) algorithm,,,,0,0,1994,O(n^4 log^0.1.5n),0,0,1,0,0,,0,0,https://web.eecs.umich.edu/~fessler/papers/files/jour/94/web/fessler-94-sag.pdf,,,,,,,,,,,3,,,,Numerical Analysis
"51. Maximum likelihood
parameters",431,,O(n^3),1,α-EM algorithm,,,,0,0,2003,O(n^3),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1109/TIT.2002.808105,,,,,,,,,,,3,,,,Numerical Analysis
52. Cardinality estimation,432,,O(n),1,Naive solution,,,,1,0,1940,O(n),0,0,1,0,0,,0,0,-,,,,,1000,1,1000000,1,1000000000,1,6,,,,Numerical Analysis
52. Cardinality estimation,433,,O(k),1, Flajolet–Martin algorithm,,,,0,0,1984,O(k),0,0,1,0,0,,0,0,http://algo.inria.fr/flajolet/Publications/src/FlMa85.pdf,,,,,,,,,,,6,,,,Numerical Analysis
52. Cardinality estimation,434,,O(k),1,LogLog algorithm,,,,0,0,2003,O(k),0,0,1,0,0,,0,0,http://algo.inria.fr/flajolet/Publications/DuFl03-LNCS.pdf,,,,,,,,,,,6,,,,Numerical Analysis
52. Cardinality estimation,435,,O(k),1,HyperLogLog algorithm,,,,0,0,2007,O(k),0,0,1,0,0,,0,0,http://algo.inria.fr/flajolet/Publications/FlFuGaMe07.pdf,,,,,,,,,,,6,,,,Numerical Analysis
52. Cardinality estimation,436,,O(k^0.5),1,HyperLogLog++,,,,1,0,2014,O(k^0.5),0,0,1,0,0,,0,0,https://static.googleusercontent.com/media/research.google.com/en//pubs/archive/40671.pdf,,,,,5.623413252,177.827941,31.6227766,31622.7766,177.827941,5623413.252,6,,,,Numerical Analysis
52. Cardinality estimation,437,,O(k),1,Min/max sketches streaming algorithm,,,,0,0,1980,O(k),0,0,1,0,0,,0,0,,,,,,,,,,,,6,,,,Numerical Analysis
52. Cardinality estimation,438,,O(k),1,Bottom-m sketches streaming algorithm,,,,0,0,1980,O(k),0,0,1,0,0,,0,0,,,,,,,,,,,,6,,,,Numerical Analysis
53. Register Allocation,439,,O(n^2),1,Chatlin's algorithm,,,,1,0,1981,O(n^2),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1145/872726.806984,,,,,1000000,1,1000000000000,1,1E+18,1,4,,,,Operating Systems
53. Register Allocation,440,,O(n^2),1,Chow's algorithm,,,,0,0,1984,O(n^2),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1145/502874.502896,,,,,1000000,,,,,,4,,,,Operating Systems
53. Register Allocation,441,,O(n),1,Linear scan Poletto and Sarkar,,,,1,4->6,1999,O(n),0,0,1,0,0,,0,0,http://web.cs.ucla.edu/~palsberg/course/cs132/linearscan.pdf,,,,,1000,1000,1000000,1000000,1000000000,1000000000,4,,,,Operating Systems
53. Register Allocation,442,,O(n^2),1,Cooper and Dasgupta algorithm,,,,0,0,1983,O(n^2),0,0,1,0,0,,0,0,,,,,,1000000,,,,,,4,,,,Operating Systems
53. Register Allocation,443,,O(n^3),1,Goodwin and Wilken algorithm,,,,0,0,1996,O(n^3),0,0,1,0,0,,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291097-024X%28199608%2926%3A8%3C929%3A%3AAID-SPE40%3E3.0.CO%3B2-T,,,,,1000000000,,,,,,4,,,,Operating Systems
53. Register Allocation,444,,O(n^3),1,Kong and Wilken algorithm,,,,0,0,1998,O(n^3),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.5555/290940.291002,,,,,1000000000,,,,,,4,,,,Operating Systems
54. Vornoi Diagrams,445,,O(nlogn),1,Fortune's algorithm,,,,0,0,1986,O(nlogn),0,0,1,0,0,,0,0,http://www.wias-berlin.de/people/si/course/files/Fortune87-SweepLine-Voronoi.pdf,,,,,9965,,,,,,5,,,,Combinatorics
54. Vornoi Diagrams,446,,O(nlogn),1,Linde–Buzo–Gray algorithm,,,,1,0,1980,O(nlogn),0,0,1,0,0,,0,0,https://ieeexplore.ieee.org/document/1094577/,,,,,9965,1,19931568.57,1,29897352854,1,5,,,,Combinatorics
54. Vornoi Diagrams,447,,O(nlogn),1,Bowyer–Watson algorithm,,,,0,0,1981,O(nlogn),0,0,1,0,0,,0,0,https://academic.oup.com/comjnl/article/24/2/167/338200,https://academic.oup.com/comjnl/article/24/2/162/338193,,,,9965,,,,,,5,,,,Combinatorics
55. Variance calculations,448,,O(n),1,Naïve algorithm,1,1,,1,0,1940,O(n),0,0,1,0,0,,0,0,-,,,,,1000,1,1000000,1,1000000000,1,6,,,,Numerical Analysis
55. Variance calculations,449,,O(n),1,Two-pass algorithm,,,,0,0,1940,O(n),0,0,1,0,0,,0,0,-,,,,,1000,,,,,,6,,,,Numerical Analysis
55. Variance calculations,450,,O(n),1,Welford's Online algorithm,,,,0,0,1962,O(n),0,0,1,0,0,,0,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.302.7503&rep=rep1&type=pdf,,,,,1000,,,,,,6,,,,Numerical Analysis
55. Variance calculations,451,,O(n),1,Weighted incremental algorithm,,,,0,0,1979,O(n),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1145/359146.359153,,,,,1000,,,,,,6,,,,Numerical Analysis
55. Variance calculations,452,,O(1),1,Chan's algorithm Parallel Implementation,,,,0,0,1979,O(1),0,0,1,0,1,,0,0,http://i.stanford.edu/pub/cstr/reports/cs/tr/79/773/CS-TR-79-773.pdf,,,,,1,,,,,,6,,,,Numerical Analysis
56. Topological Sorting,453,,O(V+E),1,Kahn's algorithm,1,1,,1,0,1962,O(V+E),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1145/368996.369025,,,,,1000,1,1000000,1,1000000000,1,6,,,,Combinatorics
56. Topological Sorting,454,,O(V+E),1,Tarjan's DFS based algorithm (1976),,,,0,0,1976,O(V+E),0,0,1,0,0,,0,0,https://link.springer.com/article/10.1007/BF00268499,,,,,,,,,,,6,,,,Combinatorics
56. Topological Sorting,455,,O( log² V),1,Dekel; Nassimi & Sahni (1981) Parallel Implementation ,,,,0,0,1981,O( log² V),0,0,1,0,1,,0,0,https://epubs.siam.org/doi/abs/10.1137/0210049?journalCode=smjcat,,,,,,,,,,,6,,,,Combinatorics
57. DFA Minimization,456,,O(kn logn),1,Hopcroft's algorithm,,,,1,0,1971,O(kn logn),0,0,1,0,0,,0,0,https://www.cs.cmu.edu/~cdm/resources/Hopcroft71.pdf,,,,,996578.4285,1003.433319,1993156857,50171.66594,2989735285399,33447777.3,1,,,,Combinatorics
57. DFA Minimization,457,k=100,O(n^2 k),1,Moore's algorithm,,,,1,0,1956,O(n^2 k),0,0,1,0,0,,0,0,https://www.cambridge.org/core/journals/journal-of-symbolic-logic/article/edward-f-moore-gedankenexperiments-on-sequential-machines-automata-studies-edited-by-c-e-shannon-and-j-mccarthy-annals-of-mathematics-studies-no-34-lithoprinted-princeton-university-press-princeton1956-pp-129153/7E87AE979E3B9751C42E6B15F53291F5,,,,,1000000000,1,100000000000000,1,1E+20,1,1,,,,Combinatorics
57. DFA Minimization,458,,O(2^n),1,Brzozowski's algorithm,,,,0,0,1963,O(2^n),0,0,1,0,0,,0,0,https://www.semanticscholar.org/paper/Canonical-regular-expressions-and-minimal-state-for-Brzozowski/94def4233e1e8f15bab72e82708a03fd37233b14,,,,,Inf,,,,,,1,,,,Combinatorics
57. DFA Minimization,459,,O(n),1,Revuz (Acyclic DFAs),,,,1,3->6,1992,O(n),0,0,1,0,0,,0,0,https://www.sciencedirect.com/science/article/pii/0304397592901423,,,,,1000,1000000,1000000,100000000,1000000000,100000000000,1,,,,Combinatorics
57. DFA Minimization,460,,O(n),1,JORGE ALMEIDA AND MARC ZEITOUN,,,,0,0,2008,O(n),0,0,1,0,0,,0,0,https://www.labri.fr/perso/zeitoun/research/pdf/Almeida-Zeitoun-IPL2008.pdf,,,,,1000,,,,,,1,,,,Combinatorics
58. Lowest common ancestor,461,,O(n),1,Tarjan's off-line lowest common ancestors algorithm,2,1,,1,0,1984,O(n),0,0,1,0,0,,0,0,https://www.semanticscholar.org/paper/Fast-Algorithms-for-Finding-Nearest-Common-Harel-Tarjan/8867d059dda279b1aed4a0301e4e46f9daf65174,,,,,1000,1,1000000,1,1000000000,1,6,,,,Combinatorics
58. Lowest common ancestor,462,,O(n),1,Schieber; Vishkin,,,,0,0,1988,O(n),0,0,1,0,0,,0,0,https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat,,,,,1000,,,,,,6,,,,Combinatorics
58. Lowest common ancestor,463,,O(n),1,Berkman; Vishkin,,,,0,0,1993,O(n),0,0,1,0,0,,0,0,https://apps.dtic.mil/dtic/tr/fulltext/u2/a227803.pdf,,,,,1000,,,,,,6,,,,Combinatorics
58. Lowest common ancestor,464,,O(n),1,Bender; Colton,,,,0,0,2000,O(n),0,0,1,0,0,,0,0,https://www.ics.uci.edu/~eppstein/261/BenFar-LCA-00.pdf,,,,,1000,,,,,,6,,,,Combinatorics
58. Lowest common ancestor,465,,O(n),1,"Stephen Alstrup, Cyril Gavoille, Haim Kaplan & Theis Rauhe ",,,,0,0,2004,O(n),0,0,1,0,0,,0,0,https://link.springer.com/article/10.1007/s00224-004-1155-5,,,,,1000,,,,,,6,,,,Combinatorics
59. Graph edit distance computation,466,,O(V^2),1, X Chen 2019,,,,0,0,2019,O(V^2),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
59. Graph edit distance computation,467,,O(V logV E),1,Y Bai - ‎2018,,,,0,0,2018,O(V logV E),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
59. Graph edit distance computation,468,,O(V E^2 logV),1,L Chang - ‎2017,,,,0,0,2017,O(V E^2 logV),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
59. Graph edit distance computation,469,,O(V^2),1,K Riesen - ‎2013,,,,0,0,2013,O(V^2),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
59. Graph edit distance computation,470,"V:E
3:4",O(V^3 E^2),1,Alberto Sanfeliu and King-Sun Fu in 1983,,,,1,0,1983,O(V^3 E^2),0,0,1,0,0,,0,0,,,,,,25703575890998,1,2.57036E+28,1,2.57036E+43,1,2,,,,Combinatorics
59. Graph edit distance computation,471,,O(V^2),1,Neuhaus; Michel; Bunke; Horst 2007,,,,0,0,2007,O(V^2),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
59. Graph edit distance computation,472,,O(V E^2 loglogE),1,Wang Y-K; Fan K-C; Horng J-T  1997,,,,1,0,1997,O(V E^2 loglogE),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
59. Graph edit distance computation,473,,O(V^2),1,Tao D; Tang X; Li X et al 2006,,,,1,3->4,2006,O(V^2),0,0,1,0,0,,0,0,,,,,,183673.4694,139941691,183673469388,1.39942E+17,1.83673E+17,1.39942E+26,2,,,,Combinatorics
59. Graph edit distance computation,474,,O(V^2 E),1,Finch 1998,,,,1,2->3,1998,O(V^2 E),0,0,1,0,0,,0,0,,,,,,,,,,,,2,,,,Combinatorics
60. Enumerating Maximal Cliques,475,,O(3^(n/3)),1,Bron–Kerbosch algorithm,,,,1,-,1973,O(3^(n/3)),0,0,1,0,0,,0,0,https://dl.acm.org/doi/10.1145/362342.362367,,,,,Inf,1,Inf,1,Inf,1,1,,,,Combinatorics
60. Enumerating Maximal Cliques,476,,O(3^(n/3)),1,Akkoyunlu; E. A. ,,,,0,-,1973,O(3^(n/3)),0,0,1,0,0,,0,0,http://www.dcs.gla.ac.uk/~pat/jchoco/clique/enumeration/papers/SMJ000001%5B1%5D.pdf,,,,,Inf,,,,,,1,,,,Combinatorics
60. Enumerating Maximal Cliques,477,,O(3^(n/3)),1,Tomita; Tanaka & Takahashi (2006),,,,0,-,2006,O(3^(n/3)),0,0,1,0,0,,0,0,https://snap.stanford.edu/class/cs224w-readings/tomita06cliques.pdf,,,,,Inf,,,,,,1,,,,Combinatorics
60. Enumerating Maximal Cliques,478,,O(n^4),1,Segundo; Artieda;  Strash Parallel 2011,,,,0,-,2011,O(n^4),0,0,1,0,1,,0,0,https://arxiv.org/pdf/1801.00202.pdf,,,,,,,,,,,1,,,,Combinatorics
60. Enumerating Maximal Cliques,479,,O(dn 3^(d/3)),1,"David Eppstein, Maarten Löffler, Darren Strash 2010",,,,0,-,2010,O(dn 3^(d/3)),0,0,1,0,0,,0,0,https://arxiv.org/pdf/1006.5440.pdf,,,,,,,,,,,1,,,,Combinatorics
60. Enumerating Maximal Cliques,480,,O(a(G) E),1,Chiba and Nishizeki ,,,,0,-,1985,O(a(G) E),0,0,1,0,0,,0,0,https://pdfs.semanticscholar.org/0d19/245a27bc65a87a8014d5b8a66fb514c8ff0b.pdf,https://arxiv.org/pdf/1006.5440.pdf,,,,,,,,,,1,,,,Combinatorics
60. Enumerating Maximal Cliques,481,,O(n d^2 2^d),1,M. Chrobak and D. Eppstein,,,,0,-,1989,O(n d^2 2^d),0,0,1,0,0,,0,0,https://www.ics.uci.edu/~eppstein/pubs/ChrEpp-TCS-91.pdf,,,,,,,,,,,1,,,,Combinatorics
60. Enumerating Maximal Cliques,482,"V:E
1:1",O(VE),1,"Shuji Tsukiyama, Mikio Ide, Hiromu Ariyoshi, and Isao Shirakawa",,,,1,-,1977,O(VE),0,0,1,0,0,,0,0,https://epubs.siam.org/doi/10.1137/0206036,,,,,250000,Inf,250000000000,Inf,2.5E+17,Inf,1,,,,Combinatorics
60. Enumerating Maximal Cliques,483,,O(V^2.371),1,Kazuhisa Makino; Takeaki Uno,,,,0,-,2004,O(V^2.371),0,0,1,0,0,,0,0,https://link.springer.com/chapter/10.1007/978-3-540-27810-8_23,,,,,,,,,,,1,,,,Combinatorics
61. The traveling-salesman problem,484,,O(V^2 2^V),1,Held–Karp algorithm,,,,1,0,1962,O(V^2 2^V),0,0,1,1,0,,0,0,https://www.jstor.org/stable/2098806,,,,,Inf,1,Inf,1,Inf,1,1,,,,Combinatorics
61. The traveling-salesman problem,485,,O(2^V),1,Christofides algorithm,,,,1,0,1976,O(2^V),0,0,1,1,0,,0,0,https://apps.dtic.mil/dtic/tr/fulltext/u2/a025602.pdf,,,,,Inf,1,Inf,1,Inf,1,1,,,,Combinatorics
61. The traveling-salesman problem,486,,O(1.674^V E^2),1,Lawler; E. L. (1985),,,,1,0,1985,O(1.674^V E^2),0,0,1,1,0,,0,0,https://onlinelibrary.wiley.com/doi/10.1002/net.3230180309,,,,,Inf,1,Inf,1,Inf,1,1,,,,Combinatorics
61. The traveling-salesman problem,487,,O(2^V logE),1,TSPLIB 1991,,,,0,0,1991,O(2^V logE),0,0,1,1,0,,0,0,https://pubsonline.informs.org/doi/abs/10.1287/ijoc.3.4.376,,,,,,,,,,,1,,,,Combinatorics
61. The traveling-salesman problem,488,,O(V^4 E^2 logE),1,Miller-Tucker-Zemlin formulation ,,,,0,0,1960,O(V^4 E^2 logE),0,1,0,1,0,,0,0,https://dl.acm.org/doi/10.1145/321043.321046,,,,,,,,,,,1,,,,Combinatorics
61. The traveling-salesman problem,489,,O(1.674^V E^2),1,Dantzig-Fulkerson-Johnson formulation,,,,0,0,1977,O(1.674^V E^2),0,1,0,1,0,,0,0,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.606.2752&rep=rep1&type=pdf,,,,,,,,,,,1,,,,Combinatorics
61. The traveling-salesman problem,490,,O(V loglogE),1,Woeginger (2003),,,,0,0,2003,O(V loglogE),0,1,0,1,0,,0,0,https://dl.acm.org/doi/10.1145/876638.876640,,,,,,,,,,,1,,,,Combinatorics
